index,Tournament,Place,$USD,Player,Team,Race,Country
5,2011 2nd Generation Intel® Core™ Global StarCraft II League March,5th-8th,2670.0,Lyn, WeMade FOX,Terran,Korea (South)
9,2011 2nd Generation Intel® Core™ Global StarCraft II League March,9th-16th,1780.0,ByuN, ZeNEX,Terran,Korea (South)
9,2011 2nd Generation Intel® Core™ Global StarCraft II League March,9th-16th,1780.0,Jinro, Team Liquid,Terran,Sweden
9,2011 2nd Generation Intel® Core™ Global StarCraft II League March,9th-16th,1780.0,TheWinD, Old Generations,Zerg,Korea (South)
9,2011 2nd Generation Intel® Core™ Global StarCraft II League March,9th-16th,1780.0,TricKsteR, Team SCV Life,Protoss,Korea (South)
9,2011 2nd Generation Intel® Core™ Global StarCraft II League March,9th-16th,1780.0,Clide, Team SCV Life,Terran,Korea (South)
9,2011 2nd Generation Intel® Core™ Global StarCraft II League March,9th-16th,1780.0,Check (Lee Hyung Joo), Prime,Zerg,Korea (South)
9,2011 2nd Generation Intel® Core™ Global StarCraft II League March,9th-16th,1780.0,Ensnare, Old Generations,Terran,Korea (South)
9,2011 2nd Generation Intel® Core™ Global StarCraft II League March,9th-16th,1780.0,Kyrix, ZeNEX,Zerg,Korea (South)
17,2011 2nd Generation Intel® Core™ Global StarCraft II League March,17th-24th,1330.0,Mvp (player), Incredible Miracle,Terran,Korea (South)
17,2011 2nd Generation Intel® Core™ Global StarCraft II League March,17th-24th,1330.0,Zenio, Old Generations,Zerg,Korea (South)
17,2011 2nd Generation Intel® Core™ Global StarCraft II League March,17th-24th,1330.0,Polt, Prime,Terran,Korea (South)
17,2011 2nd Generation Intel® Core™ Global StarCraft II League March,17th-24th,1330.0,TOP, Old Generations,Terran,Korea (South)
17,2011 2nd Generation Intel® Core™ Global StarCraft II League March,17th-24th,1330.0,NesTea, Incredible Miracle,Zerg,Korea (South)
17,2011 2nd Generation Intel® Core™ Global StarCraft II League March,17th-24th,1330.0,BanBans, ZeNEX,Protoss,Korea (South)
17,2011 2nd Generation Intel® Core™ Global StarCraft II League March,17th-24th,1330.0,FruitDealer, Team SCV Life,Zerg,Korea (South)
17,2011 2nd Generation Intel® Core™ Global StarCraft II League March,17th-24th,1330.0,InCa, Old Generations,Protoss,Korea (South)
25,2011 2nd Generation Intel® Core™ Global StarCraft II League March,25th-31st,1330.0,Hyperdub, Old Generations,Terran,Korea (South)
25,2011 2nd Generation Intel® Core™ Global StarCraft II League March,25th-31st,1330.0,RainBOw, StarTale,Terran,Korea (South)
25,2011 2nd Generation Intel® Core™ Global StarCraft II League March,25th-31st,1330.0,TheBest, For Our Utopia,Terran,Korea (South)
25,2011 2nd Generation Intel® Core™ Global StarCraft II League March,25th-31st,1330.0,BoxeR, SlayerS,Terran,Korea (South)
25,2011 2nd Generation Intel® Core™ Global StarCraft II League March,25th-31st,1330.0,Choya, For Our Utopia,Protoss,Korea (South)
25,2011 2nd Generation Intel® Core™ Global StarCraft II League March,25th-31st,1330.0,Genius, MVP,Protoss,Korea (South)
25,2011 2nd Generation Intel® Core™ Global StarCraft II League March,25th-31st,1330.0,MarineKing, Prime,Terran,Korea (South)
1,2011 LG Cinema 3D Global StarCraft II League May, 1st,46000.0,NesTea, Incredible Miracle,Zerg,Korea (South)
2,2011 LG Cinema 3D Global StarCraft II League May, 2nd,18000.0,InCa, Old Generations,Protoss,Korea (South)
3,2011 LG Cinema 3D Global StarCraft II League May, 3rd-4th,4600.0,NaDa, Old Generations,Terran,Korea (South)
3,2011 LG Cinema 3D Global StarCraft II League May, 3rd-4th,4600.0,SC, For Our Utopia,Terran,Korea (South)
5,2011 LG Cinema 3D Global StarCraft II League May,5th-8th,2800.0,TOP, Old Generations,Terran,Korea (South)
5,2011 LG Cinema 3D Global StarCraft II League May,5th-8th,2800.0,Swagger, Team SCV Life,Protoss,Korea (South)
5,2011 LG Cinema 3D Global StarCraft II League May,5th-8th,2800.0,LosirA, Incredible Miracle,Zerg,Korea (South)
5,2011 LG Cinema 3D Global StarCraft II League May,5th-8th,2800.0,Anypro, Prime,Protoss,Korea (South)
9,2011 LG Cinema 3D Global StarCraft II League May,9th-16th,1800.0,SuperNova, Old Generations,Terran,Korea (South)
9,2011 LG Cinema 3D Global StarCraft II League May,9th-16th,1800.0,Genius, MVP,Protoss,Korea (South)
9,2011 LG Cinema 3D Global StarCraft II League May,9th-16th,1800.0,Clide, Team SCV Life,Terran,Korea (South)
9,2011 LG Cinema 3D Global StarCraft II League May,9th-16th,1800.0,Virus (player), StarTale,Terran,Korea (South)
9,2011 LG Cinema 3D Global StarCraft II League May,9th-16th,1800.0,Polt, Prime,Terran,Korea (South)
9,2011 LG Cinema 3D Global StarCraft II League May,9th-16th,1800.0,Alicia, SlayerS,Protoss,Korea (South)
9,2011 LG Cinema 3D Global StarCraft II League May,9th-16th,1800.0,FruitDealer, Team SCV Life,Zerg,Korea (South)
9,2011 LG Cinema 3D Global StarCraft II League May,9th-16th,1800.0,July, StarTale,Zerg,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,MC, Old Generations,Protoss,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,TheWinD, Old Generations,Zerg,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,ByuN, ZeNEX,Terran,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,RainBOw, StarTale,Terran,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,Kyrix, ZeNEX,Zerg,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,HongUn, Prime,Protoss,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,MarineKing, Prime,Terran,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,Zenio, Old Generations,Zerg,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,Jinro, Team Liquid,Terran,Sweden
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,San, New Star HoSeo,Protoss,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,Lyn, WeMade FOX,Terran,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,Check (Lee Hyung Joo), Prime,Zerg,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,TricKsteR, Team SCV Life,Protoss,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,Ensnare, Old Generations,Terran,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,Rain (Korean Terran), Team SCV Life,Terran,Korea (South)
17,2011 LG Cinema 3D Global StarCraft II League May,17th-32nd,1400.0,HuK, Team Liquid,Protoss,Canada
1,2011 Global StarCraft II League July, 1st,46000.0,NesTea, Incredible Miracle,Zerg,Korea (South)
2,2011 Global StarCraft II League July, 2nd,18500.0,LosirA, Incredible Miracle,Zerg,Korea (South)
3,2011 Global StarCraft II League July, 3rd-4th,4500.0,HongUn, Prime,Protoss,Korea (South)
3,2011 Global StarCraft II League July, 3rd-4th,4500.0,ByuN, ZeNEX,Terran,Korea (South)
5,2011 Global StarCraft II League July,5th-8th,2800.0,CoCa, ZeNEX,Zerg,Korea (South)
5,2011 Global StarCraft II League July,5th-8th,2800.0,MC, Old Generations,Protoss,Korea (South)
5,2011 Global StarCraft II League July,5th-8th,2800.0,TricKsteR, StarTale,Protoss,Korea (South)
5,2011 Global StarCraft II League July,5th-8th,2800.0,Bomber, StarTale,Terran,Korea (South)
9,2011 Global StarCraft II League July,9th-16th,1850.0,Ensnare, Old Generations,Terran,Korea (South)
9,2011 Global StarCraft II League July,9th-16th,1850.0,Genius, MVP,Protoss,Korea (South)
9,2011 Global StarCraft II League July,9th-16th,1850.0,Zenio, Old Generations,Zerg,Korea (South)
9,2011 Global StarCraft II League July,9th-16th,1850.0,HuK, Team Liquid,Protoss,Canada
9,2011 Global StarCraft II League July,9th-16th,1850.0,Clide, Team SCV Life,Terran,Korea (South)
9,2011 Global StarCraft II League July,9th-16th,1850.0,TOP, Old Generations,Terran,Korea (South)
9,2011 Global StarCraft II League July,9th-16th,1850.0,NaDa, Old Generations,Terran,Korea (South)
9,2011 Global StarCraft II League July,9th-16th,1850.0,Polt, Prime,Terran,Korea (South)
17,2011 Global StarCraft II League July,17th-24th,1400.0,July, StarTale,Zerg,Korea (South)
17,2011 Global StarCraft II League July,17th-24th,1400.0,ViOLet, MVP,Zerg,Korea (South)
17,2011 Global StarCraft II League July,17th-24th,1400.0,Virus (player), StarTale,Terran,Korea (South)
17,2011 Global StarCraft II League July,17th-24th,1400.0,Alicia, SlayerS,Protoss,Korea (South)
17,2011 Global StarCraft II League July,17th-24th,1400.0,Mvp (player), Incredible Miracle,Terran,Korea (South)
17,2011 Global StarCraft II League July,17th-24th,1400.0,SuperNova, Old Generations,Terran,Korea (South)
17,2011 Global StarCraft II League July,17th-24th,1400.0,Swagger, Team SCV Life,Protoss,Korea (South)
17,2011 Global StarCraft II League July,17th-24th,1400.0,Kyrix, ZeNEX,Zerg,Korea (South)
25,2011 Global StarCraft II League July,25th-32nd,1400.0,Rain (Korean Terran), Fnatic,Terran,Korea (South)
25,2011 Global StarCraft II League July,25th-32nd,1400.0,Anypro, Prime,Protoss,Korea (South)
25,2011 Global StarCraft II League July,25th-32nd,1400.0,FruitDealer, StarTale,Zerg,Korea (South)
25,2011 Global StarCraft II League July,25th-32nd,1400.0,MarineKing, Prime,Terran,Korea (South)
25,2011 Global StarCraft II League July,25th-32nd,1400.0,SC, For Our Utopia,Terran,Korea (South)
25,2011 Global StarCraft II League July,25th-32nd,1400.0,KeeN, MVP,Terran,Korea (South)
25,2011 Global StarCraft II League July,25th-32nd,1400.0,ALive, Team SCV Life,Terran,Korea (South)
25,2011 Global StarCraft II League July,25th-32nd,1400.0,InCa, Old Generations,Protoss,Korea (South)
1,2011 Global StarCraft II League August, 1st,46000.0,Mvp (player), Incredible Miracle,Terran,Korea (South)
2,2011 Global StarCraft II League August, 2nd,18500.0,TOP, Old Generations,Terran,Korea (South)
3,2011 Global StarCraft II League August, 3rd-4th,4500.0,Polt, Prime,Terran,Korea (South)
3,2011 Global StarCraft II League August, 3rd-4th,4500.0,July, StarTale,Zerg,Korea (South)
5,2011 Global StarCraft II League August,5th-8th,2800.0,KeeN, MVP,Terran,Korea (South)
5,2011 Global StarCraft II League August,5th-8th,2800.0,Genius, MVP,Protoss,Korea (South)
5,2011 Global StarCraft II League August,5th-8th,2800.0,HuK, Evil Geniuses,Protoss,Canada
5,2011 Global StarCraft II League August,5th-8th,2800.0,Ryung, SlayerS,Terran,Korea (South)
9,2011 Global StarCraft II League August,9th-16th,1850.0,MMA, SlayerS,Terran,Korea (South)
9,2011 Global StarCraft II League August,9th-16th,1850.0,Bomber, StarTale,Terran,Korea (South)
9,2011 Global StarCraft II League August,9th-16th,1850.0,Zenio, Old Generations,Zerg,Korea (South)
9,2011 Global StarCraft II League August,9th-16th,1850.0,Virus (player), StarTale,Terran,Korea (South)
9,2011 Global StarCraft II League August,9th-16th,1850.0,NesTea, Incredible Miracle,Zerg,Korea (South)
9,2011 Global StarCraft II League August,9th-16th,1850.0,NaDa, Old Generations,Terran,Korea (South)
9,2011 Global StarCraft II League August,9th-16th,1850.0,Puzzle, SlayerS,Protoss,Korea (South)
9,2011 Global StarCraft II League August,9th-16th,1850.0,HongUn, Prime,Protoss,Korea (South)
17,2011 Global StarCraft II League August,17th-24th,1400.0,Happy (Korean player), Incredible Miracle,Terran,Korea (South)
17,2011 Global StarCraft II League August,17th-24th,1400.0,Noblesse, MVP,Terran,Korea (South)
17,2011 Global StarCraft II League August,17th-24th,1400.0,Swagger, Team SCV Life,Protoss,Korea (South)
17,2011 Global StarCraft II League August,17th-24th,1400.0,CoCa, SlayerS,Zerg,Korea (South)
17,2011 Global StarCraft II League August,17th-24th,1400.0,Asd, FXOpen e-Sports,Terran,Korea (South)
17,2011 Global StarCraft II League August,17th-24th,1400.0,ALive, Team SCV Life,Terran,Korea (South)
17,2011 Global StarCraft II League August,17th-24th,1400.0,Clide, Team SCV Life,Terran,Korea (South)
17,2011 Global StarCraft II League August,17th-24th,1400.0,Ensnare, Old Generations,Terran,Korea (South)
25,2011 Global StarCraft II League August,25th-32nd,1400.0,Kyrix, ZeNEX,Zerg,Korea (South)
25,2011 Global StarCraft II League August,25th-32nd,1400.0,MC, Old Generations,Protoss,Korea (South)
25,2011 Global StarCraft II League August,25th-32nd,1400.0,ViOLet, MVP,Zerg,Korea (South)
25,2011 Global StarCraft II League August,25th-32nd,1400.0,Alicia, SlayerS,Protoss,Korea (South)
25,2011 Global StarCraft II League August,25th-32nd,1400.0,ByuN, ZeNEX,Terran,Korea (South)
25,2011 Global StarCraft II League August,25th-32nd,1400.0,TricKsteR, StarTale,Protoss,Korea (South)
25,2011 Global StarCraft II League August,25th-32nd,1400.0,SuperNova, Old Generations,Terran,Korea (South)
25,2011 Global StarCraft II League August,25th-32nd,1400.0,LosirA, Incredible Miracle,Zerg,Korea (South)
1,2011 Global StarCraft II League October, 1st,43580.58,MMA, SlayerS,Terran,Korea (South)
2,2011 Global StarCraft II League October, 2nd,17432.23,Mvp (player), Incredible Miracle,Terran,Korea (South)
3,2011 Global StarCraft II League October, 3rd-4th,4358.06,GanZi, SlayerS,Terran,Korea (South)
3,2011 Global StarCraft II League October, 3rd-4th,4358.06,Happy (Korean player), Incredible Miracle,Terran,Korea (South)
5,2011 Global StarCraft II League October,5th-8th,2614.83,NesTea, Incredible Miracle,Zerg,Korea (South)
5,2011 Global StarCraft II League October,5th-8th,2614.83,SuperNova, Old Generations,Terran,Korea (South)
5,2011 Global StarCraft II League October,5th-8th,2614.83,Clide, Team SCV Life,Terran,Korea (South)
5,2011 Global StarCraft II League October,5th-8th,2614.83,CoCa, SlayerS,Zerg,Korea (South)
9,2011 Global StarCraft II League October,9th-16th,1743.22,Bomber, StarTale,Terran,Korea (South)
9,2011 Global StarCraft II League October,9th-16th,1743.22,Virus (player), StarTale,Terran,Korea (South)
9,2011 Global StarCraft II League October,9th-16th,1743.22,Leenock, FXOpen e-Sports,Zerg,Korea (South)
9,2011 Global StarCraft II League October,9th-16th,1743.22,DongRaeGu, MVP,Zerg,Korea (South)
9,2011 Global StarCraft II League October,9th-16th,1743.22,Ryung, SlayerS,Terran,Korea (South)
9,2011 Global StarCraft II League October,9th-16th,1743.22,Asd, FXOpen e-Sports,Terran,Korea (South)
9,2011 Global StarCraft II League October,9th-16th,1743.22,LosirA, Incredible Miracle,Zerg,Korea (South)
9,2011 Global StarCraft II League October,9th-16th,1743.22,Killer (Korean player), Team SCV Life,Protoss,Korea (South)
17,2011 Global StarCraft II League October,17th-24th,1307.42,Ensnare, Old Generations,Terran,Korea (South)
17,2011 Global StarCraft II League October,17th-24th,1307.42,MarineKing, Prime,Terran,Korea (South)
17,2011 Global StarCraft II League October,17th-24th,1307.42,NaDa, Old Generations,Terran,Korea (South)
17,2011 Global StarCraft II League October,17th-24th,1307.42,HuK, Evil Geniuses,Protoss,Canada
17,2011 Global StarCraft II League October,17th-24th,1307.42,July, StarTale,Zerg,Korea (South)
17,2011 Global StarCraft II League October,17th-24th,1307.42,Jjakji, New Star HoSeo,Terran,Korea (South)
17,2011 Global StarCraft II League October,17th-24th,1307.42,Polt, Team SCV Life,Terran,Korea (South)
17,2011 Global StarCraft II League October,17th-24th,1307.42,ALive, Team SCV Life,Terran,Korea (South)
25,2011 Global StarCraft II League October,25th-32nd,1307.42,Noblesse, MVP,Terran,Korea (South)
25,2011 Global StarCraft II League October,25th-32nd,1307.42,Puzzle, SlayerS,Protoss,Korea (South)
25,2011 Global StarCraft II League October,25th-32nd,1307.42,KeeN, MVP,Terran,Korea (South)
25,2011 Global StarCraft II League October,25th-32nd,1307.42,Zenio, Old Generations,Zerg,Korea (South)
25,2011 Global StarCraft II League October,25th-32nd,1307.42,HongUn, Prime,Protoss,Korea (South)
25,2011 Global StarCraft II League October,25th-32nd,1307.42,Genius, MVP,Protoss,Korea (South)
25,2011 Global StarCraft II League October,25th-32nd,1307.42,TaeJa, SlayerS,Terran,Korea (South)
25,2011 Global StarCraft II League October,25th-32nd,1307.42,TOP, Old Generations,Terran,Korea (South)
1,2011 Global StarCraft II League November, 1st,44550.0,Jjakji, New Star HoSeo,Terran,Korea (South)
2,2011 Global StarCraft II League November, 2nd,17820.0,Leenock, FXOpen e-Sports,Zerg,Korea (South)
3,2011 Global StarCraft II League November, 3rd-4th,4455.0,Oz, FXOpen e-Sports,Protoss,Korea (South)
3,2011 Global StarCraft II League November, 3rd-4th,4455.0,Mvp (player), Incredible Miracle,Terran,Korea (South)
5,2011 Global StarCraft II League November,5th-8th,2670.0,MMA, SlayerS,Terran,Korea (South)
5,2011 Global StarCraft II League November,5th-8th,2670.0,Puzzle, SlayerS,Protoss,Korea (South)
5,2011 Global StarCraft II League November,5th-8th,2670.0,ALive, Team SCV Life,Terran,Korea (South)
5,2011 Global StarCraft II League November,5th-8th,2670.0,SC, MVP,Terran,Korea (South)
9,2011 Global StarCraft II League November,9th-12th,1780.0,HuK, Evil Geniuses,Protoss,Canada
9,2011 Global StarCraft II League November,9th-12th,1780.0,Killer (Korean player), Team SCV Life,Protoss,Korea (South)
9,2011 Global StarCraft II League November,9th-12th,1780.0,MC, Old Generations,Protoss,Korea (South)
9,2011 Global StarCraft II League November,9th-12th,1780.0,GuMiho, FXOpen e-Sports,Terran,Korea (South)
13,2011 Global StarCraft II League November,13th-16th,1780.0,NesTea, Incredible Miracle,Zerg,Korea (South)
13,2011 Global StarCraft II League November,13th-16th,1780.0,Happy (Korean player), Incredible Miracle,Terran,Korea (South)
13,2011 Global StarCraft II League November,13th-16th,1780.0,GanZi, SlayerS,Terran,Korea (South)
13,2011 Global StarCraft II League November,13th-16th,1780.0,CoCa, SlayerS,Zerg,Korea (South)
17,2011 Global StarCraft II League November,17th-24th,1335.0,Ryung, SlayerS,Terran,Korea (South)
17,2011 Global StarCraft II League November,17th-24th,1335.0,LosirA, Incredible Miracle,Zerg,Korea (South)
17,2011 Global StarCraft II League November,17th-24th,1335.0,MarineKing, Prime,Terran,Korea (South)
17,2011 Global StarCraft II League November,17th-24th,1335.0,Polt, Team SCV Life,Terran,Korea (South)
17,2011 Global StarCraft II League November,17th-24th,1335.0,DongRaeGu, MVP,Zerg,Korea (South)
17,2011 Global StarCraft II League November,17th-24th,1335.0,TaeJa, SlayerS,Terran,Korea (South)
17,2011 Global StarCraft II League November,17th-24th,1335.0,Virus (player), StarTale,Terran,Korea (South)
17,2011 Global StarCraft II League November,17th-24th,1335.0,July, StarTale,Zerg,Korea (South)
25,2011 Global StarCraft II League November,25th-32nd,1335.0,YugiOh, SlayerS,Zerg,Korea (South)
25,2011 Global StarCraft II League November,25th-32nd,1335.0,Asd, FXOpen e-Sports,Terran,Korea (South)
25,2011 Global StarCraft II League November,25th-32nd,1335.0,Curious, StarTale,Zerg,Korea (South)
25,2011 Global StarCraft II League November,25th-32nd,1335.0,Ensnare, Old Generations,Terran,Korea (South)
25,2011 Global StarCraft II League November,25th-32nd,1335.0,Bomber, StarTale,Terran,Korea (South)
25,2011 Global StarCraft II League November,25th-32nd,1335.0,NaDa, Old Generations,Terran,Korea (South)
25,2011 Global StarCraft II League November,25th-32nd,1335.0,SuperNova, Old Generations,Terran,Korea (South)
25,2011 Global StarCraft II League November,25th-32nd,1335.0,Clide, Team SCV Life,Terran,Korea (South)
1,2012 Global StarCraft II League Season 1, 1st,44837.02,DongRaeGu, MVP,Zerg,Korea (South)
2,2012 Global StarCraft II League Season 1, 2nd,17934.81,Genius, MVP,Protoss,Korea (South)
3,2012 Global StarCraft II League Season 1, 3rd-4th,4483.7,ALive, Fnatic,Terran,Korea (South)
3,2012 Global StarCraft II League Season 1, 3rd-4th,4483.7,GuMiho, FXOpen e-Sports,Terran,Korea (South)
5,2012 Global StarCraft II League Season 1,5th-8th,2690.22,MMA, SlayerS,Terran,Korea (South)
5,2012 Global StarCraft II League Season 1,5th-8th,2690.22,MC, SK Gaming,Protoss,Korea (South)
5,2012 Global StarCraft II League Season 1,5th-8th,2690.22,Puzzle, SlayerS,Protoss,Korea (South)
5,2012 Global StarCraft II League Season 1,5th-8th,2690.22,PartinG, StarTale,Protoss,Korea (South)
9,2012 Global StarCraft II League Season 1,9th-12th,1793.48,Mvp (player), Incredible Miracle,Terran,Korea (South)
9,2012 Global StarCraft II League Season 1,9th-12th,1793.48,Oz, FXOpen e-Sports,Protoss,Korea (South)
9,2012 Global StarCraft II League Season 1,9th-12th,1793.48,Jjakji, New Star HoSeo,Terran,Korea (South)
9,2012 Global StarCraft II League Season 1,9th-12th,1793.48,MarineKing, Prime,Terran,Korea (South)
13,2012 Global StarCraft II League Season 1,13th-16th,1793.48,Curious, StarTale,Zerg,Korea (South)
13,2012 Global StarCraft II League Season 1,13th-16th,1793.48,SuperNova, Old Generations,Terran,Korea (South)
13,2012 Global StarCraft II League Season 1,13th-16th,1793.48,GanZi, SlayerS,Terran,Korea (South)
13,2012 Global StarCraft II League Season 1,13th-16th,1793.48,NesTea, Incredible Miracle,Zerg,Korea (South)
17,2012 Global StarCraft II League Season 1,17th-24th,1345.11,BoxeR, SlayerS,Terran,Korea (South)
17,2012 Global StarCraft II League Season 1,17th-24th,1345.11,Leenock, FXOpen e-Sports,Zerg,Korea (South)
17,2012 Global StarCraft II League Season 1,17th-24th,1345.11,Lucky, FXOpen e-Sports,Zerg,Korea (South)
17,2012 Global StarCraft II League Season 1,17th-24th,1345.11,InCa, Old Generations,Protoss,Korea (South)
17,2012 Global StarCraft II League Season 1,17th-24th,1345.11,Zenio, Team Liquid,Zerg,Korea (South)
17,2012 Global StarCraft II League Season 1,17th-24th,1345.11,SC, MVP,Terran,Korea (South)
17,2012 Global StarCraft II League Season 1,17th-24th,1345.11,Happy (Korean player), Incredible Miracle,Terran,Korea (South)
17,2012 Global StarCraft II League Season 1,17th-24th,1345.11,NaDa, Old Generations,Terran,Korea (South)
25,2012 Global StarCraft II League Season 1,25th-32nd,1345.11,Sen, Gama Bears,Zerg,"Taiwan, Republic of China"
25,2012 Global StarCraft II League Season 1,25th-32nd,1345.11,Fin, Old Generations,Terran,Korea (South)
25,2012 Global StarCraft II League Season 1,25th-32nd,1345.11,IdrA, Evil Geniuses,Zerg,United States of America
25,2012 Global StarCraft II League Season 1,25th-32nd,1345.11,Bomber, StarTale,Terran,Korea (South)
25,2012 Global StarCraft II League Season 1,25th-32nd,1345.11,YugiOh, SlayerS,Zerg,Korea (South)
25,2012 Global StarCraft II League Season 1,25th-32nd,1345.11,JYP, Evil Geniuses,Protoss,Korea (South)
25,2012 Global StarCraft II League Season 1,25th-32nd,1345.11,Brown, SlayerS,Protoss,Korea (South)
25,2012 Global StarCraft II League Season 1,25th-32nd,1345.11,KeeN, MVP,Terran,Korea (South)
1,2012 Global StarCraft II League Season 2, 1st,42778.92,Mvp (player), Incredible Miracle,Terran,Korea (South)
2,2012 Global StarCraft II League Season 2, 2nd,17111.57,Squirtle, StarTale,Protoss,Korea (South)
3,2012 Global StarCraft II League Season 2, 3rd-4th,4277.89,PartinG, StarTale,Protoss,Korea (South)
3,2012 Global StarCraft II League Season 2, 3rd-4th,4277.89,HerO, Team Liquid,Protoss,Korea (South)
5,2012 Global StarCraft II League Season 2,5th-8th,2566.74,NaNiwa, Quantic Gaming,Protoss,Sweden
5,2012 Global StarCraft II League Season 2,5th-8th,2566.74,Oz, FXOpen e-Sports,Protoss,Korea (South)
5,2012 Global StarCraft II League Season 2,5th-8th,2566.74,SuperNova, Old Generations,Terran,Korea (South)
5,2012 Global StarCraft II League Season 2,5th-8th,2566.74,TaeJa, Team Liquid,Terran,Korea (South)
9,2012 Global StarCraft II League Season 2,9th-12th,1711.16,Virus (player), StarTale,Terran,Korea (South)
9,2012 Global StarCraft II League Season 2,9th-12th,1711.16,Leenock, FXOpen e-Sports,Zerg,Korea (South)
9,2012 Global StarCraft II League Season 2,9th-12th,1711.16,MarineKing, Prime,Terran,Korea (South)
9,2012 Global StarCraft II League Season 2,9th-12th,1711.16,Maru, Prime,Terran,Korea (South)
13,2012 Global StarCraft II League Season 2,13th-16th,1711.16,Genius, MVP,Protoss,Korea (South)
13,2012 Global StarCraft II League Season 2,13th-16th,1711.16,July, StarTale,Zerg,Korea (South)
13,2012 Global StarCraft II League Season 2,13th-16th,1711.16,TheStC, Old Generations,Terran,Korea (South)
13,2012 Global StarCraft II League Season 2,13th-16th,1711.16,MC, SK Gaming,Protoss,Korea (South)
17,2012 Global StarCraft II League Season 2,17th-24th,1283.37,Jjakji, New Star HoSeo,Terran,Korea (South)
17,2012 Global StarCraft II League Season 2,17th-24th,1283.37,Seed, Incredible Miracle,Protoss,Korea (South)
17,2012 Global StarCraft II League Season 2,17th-24th,1283.37,Zenio, Team Liquid,Zerg,Korea (South)
17,2012 Global StarCraft II League Season 2,17th-24th,1283.37,Curious, StarTale,Zerg,Korea (South)
17,2012 Global StarCraft II League Season 2,17th-24th,1283.37,NesTea, Incredible Miracle,Zerg,Korea (South)
17,2012 Global StarCraft II League Season 2,17th-24th,1283.37,MMA, SlayerS,Terran,Korea (South)
17,2012 Global StarCraft II League Season 2,17th-24th,1283.37,Ryung, SlayerS,Terran,Korea (South)
17,2012 Global StarCraft II League Season 2,17th-24th,1283.37,ForGG, Old Generations,Terran,Korea (South)
25,2012 Global StarCraft II League Season 2,25th-32nd,1283.37,DongRaeGu, MVP,Zerg,Korea (South)
25,2012 Global StarCraft II League Season 2,25th-32nd,1283.37,BBoongBBoong, Prime,Zerg,Korea (South)
25,2012 Global StarCraft II League Season 2,25th-32nd,1283.37,ALive, Fnatic,Terran,Korea (South)
25,2012 Global StarCraft II League Season 2,25th-32nd,1283.37,GuMiho, FXOpen e-Sports,Terran,Korea (South)
25,2012 Global StarCraft II League Season 2,25th-32nd,1283.37,InCa, Old Generations,Protoss,Korea (South)
25,2012 Global StarCraft II League Season 2,25th-32nd,1283.37,NaDa, compLexity Gaming,Terran,Korea (South)
25,2012 Global StarCraft II League Season 2,25th-32nd,1283.37,Puzzle, SlayerS,Protoss,Korea (South)
25,2012 Global StarCraft II League Season 2,25th-32nd,1283.37,Polt, Team SCV Life,Terran,Korea (South)
1,2012 Global StarCraft II League Season 3, 1st,43928.21,Seed, Incredible Miracle,Protoss,Korea (South)
2,2012 Global StarCraft II League Season 3, 2nd,17571.28,MC, SK Gaming,Protoss,Korea (South)
3,2012 Global StarCraft II League Season 3, 3rd-4th,4392.82,ByuN, Prime,Terran,Korea (South)
3,2012 Global StarCraft II League Season 3, 3rd-4th,4392.82,DongRaeGu, MVP,Zerg,Korea (South)
5,2012 Global StarCraft II League Season 3,5th-8th,2635.69,Symbol, Team SCV Life,Zerg,Korea (South)
5,2012 Global StarCraft II League Season 3,5th-8th,2635.69,NesTea, Incredible Miracle,Zerg,Korea (South)
5,2012 Global StarCraft II League Season 3,5th-8th,2635.69,TaeJa, Team Liquid,Terran,Korea (South)
5,2012 Global StarCraft II League Season 3,5th-8th,2635.69,NaNiwa, Quantic Gaming,Protoss,Sweden
9,2012 Global StarCraft II League Season 3,9th-12th,1757.13,ViOLet, Team Empire,Zerg,Korea (South)
9,2012 Global StarCraft II League Season 3,9th-12th,1757.13,Squirtle, StarTale,Protoss,Korea (South)
9,2012 Global StarCraft II League Season 3,9th-12th,1757.13,Genius, MVP,Protoss,Korea (South)
